real_set,bank,eta,final_width,mean_width,final_coverage,anytime_coverage,width_10,width_20,width_50,width_100,width_200,n_runs
Real_100,Sim_756,0.1,0.04825000000000001,0.13559875000000002,1.0,1.0,0.43875,0.279,0.13825000000000004,0.07775000000000001,0.04825000000000001,2000
Real_100,Sim_756,0.25,0.044500000000000005,0.11756250000000003,1.0,1.0,0.40175,0.2265,0.10825000000000003,0.06500000000000003,0.044500000000000005,2000
Real_100,Sim_756,0.5,0.045750000000000006,0.11172500000000002,1.0,1.0,0.36925,0.20450000000000002,0.09675000000000003,0.06075000000000001,0.045750000000000006,2000
Real_100,Sim_756,1.0,0.04425,0.10746500000000003,1.0,1.0,0.33625,0.19100000000000003,0.09300000000000003,0.05925000000000001,0.04425,2000
Real_100,Sim_756,2.0,0.043,0.10492625000000001,1.0,1.0,0.3235,0.182,0.09400000000000003,0.05925000000000001,0.043,2000
Real_100,Sim_756,5.0,0.0455,0.10473750000000001,1.0,1.0,0.32325,0.18425,0.09075000000000001,0.05925000000000001,0.0455,2000
Real_100,Sim_756,10.0,0.046000000000000006,0.10543000000000002,1.0,1.0,0.32375,0.184,0.09175000000000001,0.06000000000000001,0.046000000000000006,2000
Real_100,Sim_756,25.0,0.0455,0.10531125000000002,1.0,1.0,0.323,0.18475000000000003,0.09050000000000001,0.05975000000000001,0.0455,2000
Real_100,Sim_756,50.0,0.04425,0.10488375000000003,1.0,1.0,0.32099999999999995,0.18225000000000002,0.09225000000000001,0.06100000000000002,0.04425,2000
Real_100,Sim_7_biased,0.05,0.2875,0.34983625,1.0,1.0,0.567,0.4395,0.351,0.31049999999999994,0.2875,2000
Real_100,Sim_7_biased,0.1,0.278,0.33985000000000004,1.0,1.0,0.56325,0.43175,0.338,0.30075,0.278,2000
Real_100,Sim_7_biased,0.25,0.27375,0.33195749999999996,1.0,1.0,0.55975,0.41975000000000007,0.32699999999999996,0.29025,0.27375,2000
Real_100,Sim_7_biased,0.5,0.274,0.32815,1.0,1.0,0.54875,0.41025,0.31999999999999995,0.2875,0.274,2000
Real_100,Sim_7_biased,1.0,0.2735,0.32666875,1.0,1.0,0.54675,0.40625000000000006,0.319,0.28675,0.2735,2000
Real_100,Sim_7_biased,2.0,0.27375,0.3263637500000001,1.0,1.0,0.53975,0.4035,0.31475,0.28875,0.27375,2000
Real_100,Sim_7_biased,5.0,0.2735,0.324395,1.0,1.0,0.531,0.40125,0.3145,0.28550000000000003,0.2735,2000
Real_100,Sim_7_biased,10.0,0.27375,0.32415875000000005,1.0,1.0,0.535,0.39925,0.31100000000000005,0.28525,0.27375,2000
Real_100,Sim_7_biased,25.0,0.2735,0.324875,1.0,1.0,0.528,0.3995,0.3135,0.2875,0.2735,2000
Real_100,Sim_7_biased,50.0,0.27425,0.32429625,1.0,1.0,0.5335,0.40025,0.31325,0.28550000000000003,0.27425,2000
Real_20,Sim_10080,0.05,0.12849000000000002,0.23169205,1.0,0.997,0.5361299999999999,0.37895,0.24917999999999998,0.17911000000000005,0.12849000000000002,2000
Real_20,Sim_10080,0.1,0.11925000000000002,0.21969485000000002,1.0,0.9985,0.52893,0.37167,0.23239,0.16484000000000004,0.11925000000000002,2000
Real_20,Sim_10080,0.25,0.11746000000000001,0.20868065000000002,1.0,0.9965,0.51821,0.34864999999999996,0.21506999999999998,0.15506,0.11746000000000001,2000
Real_20,Sim_10080,0.5,0.11899000000000001,0.20703000000000002,1.0,0.994,0.5028699999999999,0.33527999999999997,0.20873000000000003,0.15631,0.11899000000000001,2000
Real_20,Sim_10080,1.0,0.12167000000000001,0.20688665000000003,1.0,0.9915,0.48321000000000003,0.32321,0.20821000000000003,0.15778,0.12167000000000001,2000
Real_20,Sim_10080,2.0,0.12452000000000002,0.2057581,1.0,0.99,0.47021999999999997,0.31944999999999996,0.20827000000000004,0.15599000000000005,0.12452000000000002,2000
Real_20,Sim_10080,5.0,0.12425000000000003,0.20557340000000002,0.9995,0.9895,0.44937,0.31601999999999997,0.20944,0.16114,0.12425000000000003,2000
Real_20,Sim_10080,10.0,0.12631,0.20669945,1.0,0.989,0.44556999999999997,0.31634,0.21216000000000002,0.16171000000000005,0.12631,2000
Real_20,Sim_10080,25.0,0.12521000000000002,0.20758405000000002,1.0,0.9905,0.45577999999999996,0.32099,0.21111000000000005,0.16381000000000004,0.12521000000000002,2000
Real_20,Sim_10080,50.0,0.12664,0.20475800000000005,1.0,0.9915,0.43793,0.30498000000000003,0.20850000000000002,0.1618,0.12664,2000
Real_20,Sim_252,0.05,0.13120000000000004,0.22702885000000003,1.0,0.998,0.49645,0.35966999999999993,0.24264,0.17856000000000002,0.13120000000000004,2000
Real_20,Sim_252,0.1,0.12242000000000001,0.21398855,1.0,0.9975,0.49260000000000004,0.3493299999999999,0.22689,0.16364000000000004,0.12242000000000001,2000
Real_20,Sim_252,0.25,0.11744000000000003,0.20380435,1.0,0.9985,0.48062,0.32961,0.20931,0.15376,0.11744000000000003,2000
Real_20,Sim_252,0.5,0.11512000000000001,0.19969345000000005,1.0,0.9955,0.45838999999999996,0.31293,0.20232000000000003,0.14970000000000003,0.11512000000000001,2000
Real_20,Sim_252,1.0,0.11960000000000003,0.20121950000000005,1.0,0.9915,0.45935000000000004,0.31567999999999996,0.20377000000000003,0.15437,0.11960000000000003,2000
Real_20,Sim_252,2.0,0.12093000000000002,0.2026355,1.0,0.996,0.45629999999999993,0.3171,0.20560000000000003,0.15505000000000002,0.12093000000000002,2000
Real_20,Sim_252,5.0,0.12347000000000002,0.2022683,1.0,0.993,0.44172,0.30986,0.20679000000000003,0.15550000000000005,0.12347000000000002,2000
Real_20,Sim_252,10.0,0.12547000000000003,0.2042776,1.0,0.993,0.43959000000000004,0.31442000000000003,0.21001000000000006,0.15909000000000004,0.12547000000000003,2000
Real_20,Sim_252,25.0,0.12194000000000002,0.20158375000000003,1.0,0.9905,0.44107999999999997,0.30652999999999997,0.20501000000000005,0.15536000000000003,0.12194000000000002,2000
Real_20,Sim_252,50.0,0.12439000000000001,0.20592590000000002,1.0,0.993,0.44654999999999995,0.31321999999999994,0.20932000000000003,0.16147000000000003,0.12439000000000001,2000
Real_20,Sim_35,0.05,0.13094000000000006,0.22873715000000006,1.0,0.9985,0.5101100000000001,0.36478,0.24433999999999997,0.17980000000000004,0.13094000000000006,2000
Real_20,Sim_35,0.1,0.11878000000000002,0.21329635000000002,1.0,0.997,0.49973,0.35067,0.22467,0.16119000000000003,0.11878000000000002,2000
Real_20,Sim_35,0.25,0.11447000000000003,0.20326605,1.0,0.9965,0.48960000000000004,0.33386,0.20784,0.15091000000000002,0.11447000000000003,2000
Real_20,Sim_35,0.5,0.11316000000000002,0.1992715,0.999,0.99,0.47384000000000004,0.32252,0.20349000000000003,0.14925000000000002,0.11316000000000002,2000
Real_20,Sim_35,1.0,0.11474000000000004,0.19792200000000001,0.9995,0.9895,0.45772,0.31439999999999996,0.20083,0.15008000000000005,0.11474000000000004,2000
Real_20,Sim_35,2.0,0.11739000000000001,0.20152040000000002,1.0,0.993,0.45625,0.31665,0.20724,0.15367000000000003,0.11739000000000001,2000
Real_20,Sim_35,5.0,0.11840000000000003,0.20000780000000004,1.0,0.993,0.44674,0.31390999999999997,0.20322000000000004,0.15242000000000003,0.11840000000000003,2000
Real_20,Sim_35,10.0,0.11666000000000003,0.19840660000000002,1.0,0.9925,0.44734,0.31277,0.20382000000000003,0.15172000000000002,0.11666000000000003,2000
Real_20,Sim_35,25.0,0.11860000000000002,0.20022760000000006,1.0,0.991,0.44975,0.31310000000000004,0.20399,0.1531,0.11860000000000002,2000
Real_20,Sim_35,50.0,0.11496,0.19822465000000003,1.0,0.989,0.45177,0.31355,0.20217000000000004,0.1506,0.11496,2000
Real_20,Sim_756,0.05,0.13447000000000003,0.22860745000000002,1.0,0.998,0.50048,0.36073,0.24313,0.18092000000000005,0.13447000000000003,2000
Real_20,Sim_756,0.1,0.12191000000000002,0.21390035000000002,1.0,0.998,0.49145,0.34880999999999995,0.22662000000000002,0.16345000000000004,0.12191000000000002,2000
Real_20,Sim_756,0.25,0.11673000000000001,0.20426570000000005,1.0,0.9975,0.4773200000000001,0.32913,0.21012999999999998,0.15651000000000004,0.11673000000000001,2000
Real_20,Sim_756,0.5,0.11651000000000002,0.19987970000000002,1.0,0.993,0.46778,0.31854,0.20284000000000002,0.15126,0.11651000000000002,2000
Real_20,Sim_756,1.0,0.12008,0.20141350000000002,1.0,0.9935,0.45613,0.31342,0.20281,0.15424000000000002,0.12008,2000
Real_20,Sim_756,2.0,0.12266000000000002,0.20221060000000002,1.0,0.992,0.44862,0.31372000000000005,0.20466,0.15685000000000002,0.12266000000000002,2000
Real_20,Sim_756,5.0,0.12459000000000002,0.20567935000000004,1.0,0.992,0.45031,0.31533999999999995,0.21011000000000002,0.16157000000000002,0.12459000000000002,2000
Real_20,Sim_756,10.0,0.12495000000000002,0.20691795000000002,1.0,0.992,0.45266,0.31965,0.21199000000000004,0.16091000000000003,0.12495000000000002,2000
Real_20,Sim_756,25.0,0.12455000000000004,0.20487995000000003,1.0,0.9655,0.44583000000000006,0.31477999999999995,0.20905,0.16032000000000002,0.12455000000000004,2000
Real_20,Sim_756,50.0,0.12463,0.20661540000000003,1.0,0.9915,0.44670000000000004,0.31494,0.21092000000000002,0.16298,0.12463,2000
Real_20,Sim_7_biased,0.05,0.29282,0.36285645,1.0,0.993,0.56625,0.44850999999999996,0.36415000000000003,0.32316,0.29282,2000
Real_20,Sim_7_biased,0.1,0.29003000000000007,0.35415725,1.0,0.9925,0.5679000000000001,0.44536000000000003,0.35619,0.31881,0.29003000000000007,2000
Real_20,Sim_7_biased,0.25,0.28164999999999996,0.34730565,0.9985,0.9795,0.56272,0.43337,0.34569000000000005,0.30728,0.28164999999999996,2000
Real_20,Sim_7_biased,0.5,0.28440000000000004,0.34527060000000004,0.9995,0.991,0.5644600000000001,0.43910000000000005,0.34321,0.30616000000000004,0.28440000000000004,2000
Real_20,Sim_7_biased,1.0,0.28452000000000005,0.34453130000000004,1.0,0.9935,0.56628,0.43420000000000003,0.33938,0.3054300000000001,0.28452000000000005,2000
Real_20,Sim_7_biased,2.0,0.28616,0.34306245,0.999,0.992,0.55923,0.43084999999999996,0.336,0.30064,0.28616,2000
Real_20,Sim_7_biased,5.0,0.2855500000000001,0.3427716,1.0,0.9925,0.56355,0.42878000000000005,0.33504,0.30209,0.2855500000000001,2000
Real_20,Sim_7_biased,10.0,0.28365,0.34166075,1.0,0.994,0.55535,0.42837000000000003,0.33562000000000003,0.30054000000000003,0.28365,2000
Real_20,Sim_7_biased,25.0,0.28431000000000006,0.3422459,1.0,0.9935,0.55307,0.42727,0.33791,0.30184000000000005,0.28431000000000006,2000
Real_20,Sim_7_biased,50.0,0.2849100000000001,0.34184845,0.9995,0.992,0.5608,0.42808999999999997,0.336,0.30049000000000003,0.2849100000000001,2000
Real_6,Sim_10080,0.05,0.1080666666666667,0.20582600000000004,1.0,1.0,0.5229333333333334,0.33559999999999995,0.21209999999999998,0.15143333333333334,0.1080666666666667,600
Real_6,Sim_10080,0.1,0.10300000000000002,0.20278016666666668,1.0,1.0,0.5230666666666667,0.3399333333333333,0.20929999999999999,0.14633333333333332,0.10300000000000002,600
Real_6,Sim_10080,0.25,0.10430000000000002,0.1949271666666667,1.0,1.0,0.5155000000000001,0.3275333333333333,0.19703333333333334,0.13826666666666665,0.10430000000000002,600
Real_6,Sim_10080,0.5,0.1016666666666667,0.19251000000000001,1.0,1.0,0.5106999999999999,0.31729999999999997,0.18996666666666667,0.1385666666666667,0.1016666666666667,600
Real_6,Sim_10080,1.0,0.10936666666666667,0.18996200000000002,1.0,0.9983333333333333,0.4752,0.30139999999999995,0.18780000000000002,0.1381666666666667,0.10936666666666667,600
Real_6,Sim_10080,2.0,0.10886666666666671,0.18888733333333338,1.0,0.9966666666666667,0.4477,0.2923333333333333,0.18683333333333335,0.14006666666666664,0.10886666666666671,600
Real_6,Sim_10080,5.0,0.1105666666666667,0.18734550000000003,1.0,0.9966666666666667,0.4155,0.2874666666666666,0.18733333333333335,0.14229999999999998,0.1105666666666667,600
Real_6,Sim_10080,10.0,0.11186666666666667,0.1854496666666667,1.0,0.9983333333333333,0.4147,0.28086666666666665,0.18456666666666668,0.14126666666666665,0.11186666666666667,600
Real_6,Sim_10080,25.0,0.11030000000000001,0.19058550000000005,1.0,0.9983333333333333,0.4422,0.2961,0.18873333333333334,0.1463,0.11030000000000001,600
Real_6,Sim_10080,50.0,0.10953333333333339,0.18364100000000003,1.0,0.995,0.39596666666666663,0.2705666666666666,0.18530000000000002,0.14049999999999999,0.10953333333333339,600
Real_6,Sim_252,0.05,0.10216666666666668,0.19152850000000005,1.0,1.0,0.4696333333333333,0.3045666666666667,0.19503333333333334,0.1409,0.10216666666666668,600
Real_6,Sim_252,0.1,0.10210000000000004,0.1867901666666667,1.0,1.0,0.4631,0.3010333333333333,0.1879,0.13636666666666666,0.10210000000000004,600
Real_6,Sim_252,0.25,0.10153333333333336,0.18443466666666672,1.0,1.0,0.46166666666666667,0.2958,0.18336666666666665,0.13433333333333336,0.10153333333333336,600
Real_6,Sim_252,0.5,0.10043333333333336,0.17935300000000004,1.0,0.995,0.43456666666666666,0.2780333333333333,0.17393333333333333,0.12739999999999999,0.10043333333333336,600
Real_6,Sim_252,1.0,0.10490000000000002,0.18665783333333338,1.0,1.0,0.4482333333333333,0.29489999999999994,0.18456666666666668,0.1381,0.10490000000000002,600
Real_6,Sim_252,2.0,0.10576666666666669,0.1820016666666667,1.0,1.0,0.4093666666666666,0.2834333333333333,0.18196666666666667,0.13463333333333333,0.10576666666666669,600
Real_6,Sim_252,5.0,0.10813333333333337,0.18281883333333335,1.0,1.0,0.4111666666666666,0.27923333333333333,0.1859,0.13703333333333334,0.10813333333333337,600
Real_6,Sim_252,10.0,0.10776666666666669,0.18241083333333338,1.0,0.9933333333333333,0.40063333333333334,0.2824333333333333,0.1848,0.13693333333333332,0.10776666666666669,600
Real_6,Sim_252,25.0,0.10853333333333334,0.18114933333333336,1.0,0.9983333333333333,0.40113333333333323,0.2739333333333333,0.17920000000000003,0.13706666666666667,0.10853333333333334,600
Real_6,Sim_252,50.0,0.10933333333333335,0.1891941666666667,1.0,0.9983333333333333,0.42443333333333333,0.28986666666666666,0.19016666666666668,0.1437,0.10933333333333335,600
Real_6,Sim_35,0.05,0.1050666666666667,0.1991436666666667,1.0,1.0,0.4927999999999999,0.32086666666666663,0.20513333333333336,0.1477,0.1050666666666667,600
Real_6,Sim_35,0.1,0.09963333333333337,0.19309750000000003,1.0,1.0,0.4928,0.3163,0.1998,0.14076666666666668,0.09963333333333337,600
Real_6,Sim_35,0.25,0.09883333333333336,0.1850266666666667,1.0,1.0,0.47816666666666663,0.30499999999999994,0.18263333333333331,0.13213333333333332,0.09883333333333336,600
Real_6,Sim_35,0.5,0.10016666666666671,0.18469050000000006,1.0,0.9966666666666667,0.47659999999999986,0.30576666666666663,0.18463333333333332,0.12923333333333334,0.10016666666666671,600
Real_6,Sim_35,1.0,0.10250000000000002,0.18497800000000006,1.0,0.9966666666666667,0.45536666666666664,0.29693333333333327,0.18623333333333336,0.13510000000000003,0.10250000000000002,600
Real_6,Sim_35,2.0,0.10480000000000002,0.1860521666666667,1.0,1.0,0.45363333333333333,0.29916666666666664,0.18433333333333332,0.13566666666666669,0.10480000000000002,600
Real_6,Sim_35,5.0,0.10170000000000004,0.18063700000000002,0.9983333333333333,0.9933333333333333,0.4223666666666666,0.2851333333333333,0.17993333333333333,0.1330333333333333,0.10170000000000004,600
Real_6,Sim_35,10.0,0.10163333333333337,0.18259700000000004,1.0,0.995,0.4245,0.2947666666666666,0.1854,0.13596666666666668,0.10163333333333337,600
Real_6,Sim_35,25.0,0.10186666666666669,0.18393850000000003,0.9983333333333333,0.9916666666666667,0.4271,0.2934,0.18843333333333334,0.1347,0.10186666666666669,600
Real_6,Sim_35,50.0,0.10053333333333336,0.17821450000000003,1.0,0.995,0.4176,0.2846666666666666,0.17810000000000004,0.13096666666666668,0.10053333333333336,600
Real_6,Sim_756,0.05,0.10303333333333335,0.1892518333333334,1.0,1.0,0.4678666666666666,0.30366666666666664,0.19096666666666665,0.13903333333333337,0.10303333333333335,600
Real_6,Sim_756,0.1,0.0996666666666667,0.18536416666666672,1.0,1.0,0.4597666666666667,0.2983333333333333,0.1873,0.13380000000000003,0.0996666666666667,600
Real_6,Sim_756,0.25,0.10026666666666668,0.18582133333333337,1.0,0.9983333333333333,0.4682666666666667,0.2981,0.18783333333333332,0.1351,0.10026666666666668,600
Real_6,Sim_756,0.5,0.09950000000000003,0.18297166666666673,1.0,0.9983333333333333,0.4527666666666666,0.2872333333333333,0.18109999999999998,0.13346666666666668,0.09950000000000003,600
Real_6,Sim_756,1.0,0.10460000000000003,0.18303700000000006,1.0,1.0,0.4217666666666666,0.2808,0.18,0.1364,0.10460000000000003,600
Real_6,Sim_756,2.0,0.1048666666666667,0.1795703333333334,1.0,1.0,0.4155,0.27876666666666666,0.17646666666666666,0.13349999999999998,0.1048666666666667,600
Real_6,Sim_756,5.0,0.10950000000000003,0.18725100000000003,1.0,0.995,0.4234,0.28796666666666665,0.18646666666666667,0.14263333333333333,0.10950000000000003,600
Real_6,Sim_756,10.0,0.11110000000000002,0.1893855,1.0,1.0,0.4193333333333333,0.2937666666666667,0.1918,0.14293333333333333,0.11110000000000002,600
Real_6,Sim_756,25.0,0.10723333333333336,0.18253650000000002,1.0,0.9983333333333333,0.3899333333333333,0.2712333333333333,0.18206666666666668,0.14116666666666663,0.10723333333333336,600
Real_6,Sim_756,50.0,0.10966666666666669,0.18744316666666672,1.0,1.0,0.40796666666666664,0.28393333333333337,0.18846666666666667,0.1437,0.10966666666666669,600
Real_6,Sim_7_biased,0.05,0.30626666666666663,0.3749598333333333,1.0,0.9916666666666667,0.5979,0.4502,0.3703333333333333,0.3314333333333333,0.30626666666666663,600
Real_6,Sim_7_biased,0.1,0.2996333333333333,0.36234916666666667,1.0,0.9933333333333333,0.6008666666666667,0.4452333333333333,0.36146666666666666,0.3286,0.2996333333333333,600
Real_6,Sim_7_biased,0.25,0.2808333333333333,0.3533693333333333,1.0,0.9483333333333334,0.6017999999999999,0.4355,0.3434333333333333,0.3116,0.2808333333333333,600
Real_6,Sim_7_biased,0.5,0.28013333333333335,0.34270216666666664,1.0,0.9933333333333333,0.6038999999999999,0.4306999999999999,0.33416666666666667,0.3022333333333333,0.28013333333333335,600
Real_6,Sim_7_biased,1.0,0.2837666666666667,0.34561050000000004,1.0,0.9966666666666667,0.6042666666666666,0.43259999999999993,0.3372333333333333,0.3071666666666667,0.2837666666666667,600
Real_6,Sim_7_biased,2.0,0.28243333333333337,0.34318233333333337,1.0,0.9933333333333333,0.5993333333333333,0.43383333333333324,0.3297,0.3012,0.28243333333333337,600
Real_6,Sim_7_biased,5.0,0.28106666666666663,0.34002116666666665,1.0,0.995,0.6036666666666668,0.4276333333333333,0.32839999999999997,0.29893333333333333,0.28106666666666663,600
Real_6,Sim_7_biased,10.0,0.2797333333333334,0.3396178333333333,1.0,0.9933333333333333,0.5927,0.42589999999999995,0.32839999999999997,0.29486666666666667,0.2797333333333334,600
Real_6,Sim_7_biased,25.0,0.2785,0.33545366666666665,1.0,0.995,0.5857333333333333,0.41683333333333333,0.3258333333333333,0.29136666666666666,0.2785,600
Real_6,Sim_7_biased,50.0,0.27840000000000004,0.33506033333333335,1.0,0.9933333333333333,0.5920333333333333,0.41919999999999996,0.32106666666666667,0.29136666666666666,0.27840000000000004,600
