real_set,distribution,method,bank,final_width,mean_width,final_coverage,anytime_coverage,width_10,width_20,width_50,width_100,width_200,n_runs
Real_100,Bernoulli_0_025,vincent,gap_0.05,0.28115551357610885,0.36831329721162764,0.87,0.8,0.6134694083467376,0.4941807309541526,0.383685203846624,0.32830736976294944,0.28115551357610885,100
Real_100,Bernoulli_0_025,vincent,gap_0.1,0.3394529247146319,0.4201753579826088,1.0,0.99,0.6634694083467374,0.5441807309541526,0.4338645582639841,0.3800101515740619,0.3394529247146319,100
Real_100,Bernoulli_0_025,vincent,gap_0.2,0.439532279131992,0.5185130099177644,1.0,1.0,0.7628800201798026,0.6441807309541525,0.5338645582639842,0.48001015157406185,0.439532279131992,100
Real_100,Bernoulli_0_025,vincent,gap_0.3,0.539532279131992,0.6160921925592084,1.0,1.0,0.8570489970947267,0.7441807309541527,0.6338645582639841,0.580010151574062,0.539532279131992,100
Real_100,Bernoulli_0_025,z_test,none,0.09464519121748387,0.15610069124569265,1.0,1.0,0.3308975161522808,0.24013063514414537,0.1653903824349678,0.12239819922700271,0.09464519121748387,100
Real_100,Bernoulli_0_075,e_value_constant_0.25,none,0.16599999999999998,0.35796000000000006,1.0,1.0,1.0,0.8996000000000002,0.39940000000000003,0.24460000000000007,0.16599999999999998,100
Real_100,Bernoulli_0_075,e_value_constant_0.5,none,0.12220000000000003,0.25806300000000004,0.99,0.99,0.9570000000000002,0.504,0.2562,0.17759999999999998,0.12220000000000003,100
Real_100,Bernoulli_0_075,e_value_wsr,none,0.1704,0.23833799999999997,1.0,1.0,0.4578000000000001,0.31779999999999997,0.23320000000000005,0.1966,0.1704,100
Real_100,Bernoulli_0_075,empirical_bernstein,none,0.1704919715402227,0.32655105714757243,1.0,1.0,0.9812417465512203,0.6549462962580648,0.3516913961768811,0.2348907346486305,0.1704919715402227,100
Real_100,Bernoulli_0_075,hoeffding,none,0.17158712100179085,0.2558701740565217,1.0,1.0,0.5034694083467376,0.3761807309541526,0.26926455826398416,0.2128101515740619,0.17158712100179085,100
Real_100,Bernoulli_0_075,sequential_t_test,none,0.17066495241006963,0.22575022529429528,1.0,0.14,0.40232558289587234,0.3081275382389097,0.25093313899925146,0.20383692109265375,0.17066495241006963,100
Real_100,Bernoulli_0_075,sim2real,Ideal,0.18860624999999998,0.25595825,0.99,0.99,0.4010562499999999,0.3150375,0.26181875,0.22464374999999992,0.18860624999999998,100
Real_100,Bernoulli_0_075,sim2real,Sim_10080,0.1581875,0.23230809375000003,0.97,0.97,0.46778749999999986,0.3242875,0.23088125,0.19071875,0.1581875,100
Real_100,Bernoulli_0_075,sim2real,Sim_252,0.13959375,0.222094375,0.98,0.98,0.4626624999999999,0.33490624999999996,0.2321,0.17789375,0.13959375,100
Real_100,Bernoulli_0_075,sim2real,Sim_35,0.1491375,0.22795,0.97,0.97,0.4488125,0.32244375,0.2325125,0.1865125,0.1491375,100
Real_100,Bernoulli_0_075,sim2real,Sim_756,0.144375,0.2260123125,0.99,0.99,0.45982499999999993,0.34244374999999994,0.23618750000000002,0.18167500000000003,0.144375,100
Real_100,Bernoulli_0_075,sim2real,Sim_7_biased,0.177775,0.22941665625000002,0.97,0.97,0.3765124999999998,0.28956250000000006,0.22843124999999997,0.19321250000000004,0.177775,100
Real_100,Bernoulli_0_075,t_test,none,0.07393796312149385,0.12086077273154734,0.95,0.13,0.21450280968969163,0.17416392541879,0.14175554958478354,0.10370342052854319,0.07393796312149385,100
Real_100,Bernoulli_0_075,vincent,Ideal,0.17158712100179088,0.2558701740565217,1.0,1.0,0.5034694083467376,0.3761807309541526,0.26926455826398416,0.2128101515740619,0.17158712100179088,100
Real_100,Bernoulli_0_075,vincent,gap_0.05,0.2916922987247447,0.39721050342274644,0.92,0.81,0.6544694083467375,0.5407543455732357,0.42511230525566224,0.3568476334240555,0.2916922987247447,100
Real_100,Bernoulli_0_075,vincent,gap_0.1,0.37918486799346895,0.4627164921829885,1.0,0.97,0.7044694083467375,0.591717538263694,0.47882649501190366,0.42250736976294934,0.37918486799346895,100
Real_100,Bernoulli_0_075,vincent,gap_0.2,0.48603227913199204,0.5634670482220017,1.0,1.0,0.8021118556789985,0.6921807309541524,0.5796645582639841,0.5248101515740619,0.48603227913199204,100
Real_100,Bernoulli_0_075,vincent,gap_0.3,0.586032279131992,0.6606147566641433,1.0,1.0,0.8885126680931182,0.7916071163350695,0.6796645582639842,0.624810151574062,0.586032279131992,100
Real_100,Bernoulli_0_075,z_test,none,0.13481592124537292,0.20368527338925685,1.0,0.96,0.3838975161522808,0.2913219414955869,0.21490580538106585,0.17241776704148332,0.13481592124537292,100
Real_100,Bernoulli_0_125,e_value_constant_0.25,none,0.19,0.39655600000000013,1.0,1.0,1.0,0.9368,0.4477999999999999,0.2952,0.19,100
Real_100,Bernoulli_0_125,e_value_constant_0.5,none,0.13660000000000005,0.28783000000000003,1.0,1.0,0.9690000000000001,0.5518,0.30379999999999996,0.20879999999999999,0.13660000000000005,100
Real_100,Bernoulli_0_125,e_value_wsr,none,0.20199999999999999,0.289391,0.94,0.94,0.5272000000000001,0.37879999999999997,0.2986,0.2526,0.20199999999999999,100
Real_100,Bernoulli_0_125,empirical_bernstein,none,0.21120104058954353,0.383747200544868,1.0,1.0,0.9864766079787867,0.7431341766565864,0.4171178686519896,0.29907066421203693,0.21120104058954353,100
Real_100,Bernoulli_0_125,hoeffding,none,0.19100100755946495,0.2900798595007557,1.0,1.0,0.5374694083467376,0.41768073095415253,0.3105884317598232,0.25137611068794613,0.19100100755946495,100
Real_100,Bernoulli_0_125,sequential_t_test,none,0.23030334287551796,0.30657041372841237,1.0,0.21,0.5303181081075614,0.4346255237152654,0.33365957696708654,0.2817868182191124,0.23030334287551796,100
Real_100,Bernoulli_0_125,sim2real,Ideal,0.17813125000000002,0.267251625,1.0,1.0,0.45183125000000013,0.3666312500000001,0.28696875,0.22755625000000002,0.17813125000000002,100
Real_100,Bernoulli_0_125,sim2real,Sim_10080,0.18540000000000004,0.27999978125,0.94,0.94,0.5266562499999999,0.38315,0.2958875,0.24269375,0.18540000000000004,100
Real_100,Bernoulli_0_125,sim2real,Sim_252,0.1726875,0.26422996875000004,0.94,0.94,0.5105187499999999,0.3946125,0.28210624999999995,0.2190625,0.1726875,100
Real_100,Bernoulli_0_125,sim2real,Sim_35,0.19825625,0.27876459375,0.93,0.93,0.5014,0.38185624999999995,0.2902,0.23569999999999994,0.19825625,100
Real_100,Bernoulli_0_125,sim2real,Sim_756,0.17684999999999998,0.26800543750000005,0.96,0.96,0.50395625,0.39751875,0.28538125,0.22420625000000005,0.17684999999999998,100
Real_100,Bernoulli_0_125,sim2real,Sim_7_biased,0.17414374999999996,0.24128184375000003,1.0,1.0,0.42182499999999995,0.33280625,0.25145625000000005,0.20173750000000001,0.17414374999999996,100
Real_100,Bernoulli_0_125,t_test,none,0.09164606369675114,0.15484388649303218,0.94,0.14,0.29066404920008776,0.2502814042548418,0.18042014175198998,0.12984525069558472,0.09164606369675114,100
Real_100,Bernoulli_0_125,vincent,Ideal,0.191001007559465,0.2900798595007557,1.0,1.0,0.5374694083467376,0.41768073095415253,0.3105884317598232,0.25137611068794613,0.191001007559465,100
Real_100,Bernoulli_0_125,vincent,gap_0.05,0.2920645582639842,0.41328418243366544,0.87,0.78,0.7016481846806072,0.5844383821209432,0.4552903815695777,0.36902308495923664,0.2920645582639842,100
Real_100,Bernoulli_0_125,vincent,gap_0.1,0.3909113303507848,0.4924643993000904,1.0,0.98,0.7512906320128679,0.6377543455732356,0.5205981154994208,0.45431522736109287,0.3909113303507848,100
Real_100,Bernoulli_0_125,vincent,gap_0.2,0.5317822791319919,0.6078729214924523,1.0,1.0,0.8428702207608574,0.7391439236446111,0.625785203846624,0.5701101515740619,0.5317822791319919,100
Real_100,Bernoulli_0_125,vincent,gap_0.3,0.6317822791319919,0.7044241890354909,1.0,1.0,0.917386950924575,0.8374230797873617,0.7260645582639842,0.670110151574062,0.6317822791319919,100
Real_100,Bernoulli_0_125,z_test,none,0.13859038243496777,0.22434255183041032,1.0,0.99,0.41789751615228077,0.33189586054991116,0.24882653540895489,0.192376740600875,0.13859038243496777,100
Real_100,Bernoulli_0_175,e_value_constant_0.25,none,0.19639999999999994,0.42432100000000006,1.0,1.0,1.0,0.9690000000000001,0.5000000000000001,0.33099999999999996,0.19639999999999994,100
Real_100,Bernoulli_0_175,e_value_constant_0.5,none,0.1464,0.31014699999999995,1.0,1.0,0.9800000000000001,0.6092,0.3508,0.22220000000000004,0.1464,100
Real_100,Bernoulli_0_175,e_value_wsr,none,0.21660000000000004,0.326015,0.97,0.97,0.6092,0.4588000000000001,0.3558,0.28239999999999993,0.21660000000000004,100
Real_100,Bernoulli_0_175,empirical_bernstein,none,0.23060646480263725,0.4296745853785952,1.0,1.0,0.9912752309540559,0.8315982549819902,0.4831902541990732,0.35315708841356885,0.23060646480263725,100
Real_100,Bernoulli_0_175,hoeffding,none,0.19206455826398408,0.31079406575546475,1.0,0.99,0.5814694083467377,0.46971753826369417,0.34888392574317934,0.2683744758647927,0.19206455826398408,100
Real_100,Bernoulli_0_175,sequential_t_test,none,0.26602705630161805,0.3753087924804142,1.0,0.27,0.6578934126658456,0.558283099430949,0.41403516328625634,0.3462814272219907,0.26602705630161805,100
Real_100,Bernoulli_0_175,sim2real,Ideal,0.1515875,0.25584328125,0.99,0.99,0.5126,0.3994187499999999,0.27764375,0.20633750000000003,0.1515875,100
Real_100,Bernoulli_0_175,sim2real,Sim_10080,0.19905625000000005,0.31330509374999993,0.97,0.97,0.6023812499999999,0.45700624999999995,0.34905,0.26650625000000006,0.19905625000000005,100
Real_100,Bernoulli_0_175,sim2real,Sim_252,0.19349375,0.29952453125,0.96,0.96,0.57078125,0.46177500000000005,0.3227,0.25226875,0.19349375,100
Real_100,Bernoulli_0_175,sim2real,Sim_35,0.19885624999999998,0.30835949999999995,0.95,0.95,0.56771875,0.45539375,0.33361874999999996,0.26446250000000004,0.19885624999999998,100
Real_100,Bernoulli_0_175,sim2real,Sim_756,0.18740624999999997,0.29704334375,0.97,0.97,0.55855,0.45700624999999995,0.32508125,0.25204374999999996,0.18740624999999997,100
Real_100,Bernoulli_0_175,sim2real,Sim_7_biased,0.18761250000000004,0.2675028125,0.96,0.96,0.47120625,0.37679375,0.2818312500000001,0.22669999999999998,0.18761250000000004,100
Real_100,Bernoulli_0_175,t_test,none,0.10487881917268288,0.18362442164545206,0.95,0.2,0.3773688685500277,0.3220879457938926,0.2096861071678134,0.14854913285702603,0.10487881917268288,100
Real_100,Bernoulli_0_175,vincent,Ideal,0.1920645582639841,0.31079406575546475,1.0,0.99,0.5814694083467377,0.46971753826369417,0.34888392574317934,0.2683744758647928,0.1920645582639841,100
Real_100,Bernoulli_0_175,vincent,gap_0.05,0.2920645582639842,0.42271360914899053,0.87,0.75,0.7410322669310092,0.6233432625259,0.47175104021405245,0.371620303148124,0.2920645582639842,100
Real_100,Bernoulli_0_175,vincent,gap_0.1,0.39206455826398395,0.5099906475914481,1.0,0.98,0.7904065497624657,0.6819383821209432,0.5538174829786161,0.46809067889627387,0.39206455826398395,100
Real_100,Bernoulli_0_175,vincent,gap_0.2,0.5740626084542295,0.6527987220930457,1.0,1.0,0.8769232799261837,0.786570309025528,0.6754677861771833,0.6177397758259119,0.5740626084542295,100
Real_100,Bernoulli_0_175,vincent,gap_0.3,0.681432279131992,0.7516244004369611,1.0,1.0,0.9399665396725644,0.8810181993824051,0.7770645582639841,0.7208101515740618,0.681432279131992,100
Real_100,Bernoulli_0_175,z_test,none,0.13859038243496777,0.23554773790144193,1.0,0.9,0.458293416798372,0.3740306812272988,0.26806268838294195,0.1957364344694654,0.13859038243496777,100
Real_100,Bernoulli_0_225,e_value_constant_0.25,none,0.20199999999999999,0.44467900000000016,1.0,1.0,1.0,0.9825999999999999,0.5478000000000001,0.35039999999999993,0.20199999999999999,100
Real_100,Bernoulli_0_225,e_value_constant_0.5,none,0.1586,0.328396,0.97,0.97,0.986,0.6607999999999999,0.3819999999999999,0.2348,0.1586,100
Real_100,Bernoulli_0_225,e_value_wsr,none,0.2228,0.34919100000000003,0.96,0.96,0.6762000000000001,0.5258,0.39339999999999997,0.2966,0.2228,100
Real_100,Bernoulli_0_225,empirical_bernstein,none,0.24445085169854266,0.4638546478523211,1.0,1.0,0.9938926616678391,0.8878598046182722,0.5451517690105486,0.39041466649540313,0.24445085169854266,100
Real_100,Bernoulli_0_225,hoeffding,none,0.19206455826398408,0.3222758860470653,1.0,0.98,0.6290587965136724,0.5090856113591093,0.3704271667182136,0.2714041001166427,0.19206455826398408,100
Real_100,Bernoulli_0_225,sequential_t_test,none,0.2915855536959825,0.4285931890261244,1.0,0.37,0.7592292375952826,0.6481485990128655,0.48652334421081783,0.3934603761856473,0.2915855536959825,100
Real_100,Bernoulli_0_225,sim2real,Ideal,0.16564375,0.27459921875,1.0,1.0,0.5864625,0.4429875,0.29491875000000006,0.21884375000000006,0.16564375,100
Real_100,Bernoulli_0_225,sim2real,Sim_10080,0.20643125,0.3339355312500001,0.97,0.97,0.6624875,0.5174875,0.38021249999999995,0.2785625,0.20643125,100
Real_100,Bernoulli_0_225,sim2real,Sim_252,0.20366250000000005,0.3216612187499999,0.97,0.97,0.62381875,0.50595625,0.35273124999999994,0.27147499999999997,0.20366250000000005,100
Real_100,Bernoulli_0_225,sim2real,Sim_35,0.21324375,0.3339160937499999,0.97,0.97,0.6263375,0.5102062500000001,0.37064375000000005,0.2836375,0.21324375,100
Real_100,Bernoulli_0_225,sim2real,Sim_756,0.19749375,0.3156738125,0.96,0.96,0.6086625,0.49303749999999996,0.3497375,0.26579375,0.19749375,100
Real_100,Bernoulli_0_225,sim2real,Sim_7_biased,0.21365,0.30026796875,0.94,0.94,0.5174125,0.4077124999999999,0.31166249999999995,0.262975,0.21365,100
Real_100,Bernoulli_0_225,t_test,none,0.1149550312084612,0.20636633887616113,0.95,0.23,0.45717173917112286,0.36649416497476883,0.23205840360758714,0.16307586588298656,0.1149550312084612,100
Real_100,Bernoulli_0_225,vincent,Ideal,0.1920645582639841,0.3222758860470653,1.0,0.98,0.6290587965136724,0.5090856113591093,0.3704271667182136,0.2714041001166427,0.1920645582639841,100
Real_100,Bernoulli_0_225,vincent,gap_0.05,0.2920645582639842,0.42845726505042825,0.86,0.69,0.7820057373483461,0.6530057940976474,0.4805020151189298,0.371620303148124,0.2920645582639842,100
Real_100,Bernoulli_0_225,vincent,gap_0.1,0.39206455826398395,0.5195198725413617,0.99,0.98,0.8309330793451288,0.7203432625258999,0.5713923313793327,0.47156220163238316,0.39206455826398395,100
Real_100,Bernoulli_0_225,vincent,gap_0.2,0.5895200391855052,0.6844307516951821,1.0,1.0,0.9106816450080426,0.8314598870969034,0.7189981154994207,0.6540990243296116,0.5895200391855052,100
Real_100,Bernoulli_0_225,vincent,gap_0.3,0.7313529247146318,0.7986465705605451,1.0,1.0,0.9618408225040211,0.9183556678106575,0.826385203846624,0.7730682530898026,0.7313529247146318,100
Real_100,Bernoulli_0_225,z_test,none,0.13859038243496777,0.24171362199888077,0.97,0.79,0.49628316841360004,0.39985680825612796,0.2746794380994878,0.19599639845400546,0.13859038243496777,100
Real_100,Bernoulli_0_275,e_value_constant_0.25,none,0.205,0.45959300000000014,1.0,1.0,1.0,0.9884,0.5948000000000001,0.3571999999999999,0.205,100
Real_100,Bernoulli_0_275,e_value_constant_0.5,none,0.16639999999999996,0.34165600000000007,0.98,0.98,0.991,0.7062,0.39659999999999995,0.24280000000000002,0.16639999999999996,100
Real_100,Bernoulli_0_275,e_value_wsr,none,0.22899999999999998,0.36566000000000004,0.96,0.96,0.722,0.5734,0.4143999999999999,0.3061999999999999,0.22899999999999998,100
Real_100,Bernoulli_0_275,empirical_bernstein,none,0.25568717771388316,0.4896386177787101,1.0,1.0,0.9960738539293251,0.9282077231554517,0.6027872241132698,0.410993713330913,0.25568717771388316,100
Real_100,Bernoulli_0_275,hoeffding,none,0.19206455826398408,0.32884601109165745,1.0,0.96,0.6702375728475417,0.5426009136926907,0.3794400783710104,0.27162030314812385,0.19206455826398408,100
Real_100,Bernoulli_0_275,sequential_t_test,none,0.3123292393026193,0.4682238282249041,1.0,0.44,0.8297231464295988,0.7214190250609565,0.5490117226720873,0.4249449155071005,0.3123292393026193,100
Real_100,Bernoulli_0_275,sim2real,Ideal,0.18830625,0.30732303125,1.0,1.0,0.6713749999999998,0.50205,0.33024375000000006,0.24700625000000007,0.18830625,100
Real_100,Bernoulli_0_275,sim2real,Sim_10080,0.21324374999999995,0.348850125,0.96,0.96,0.7026124999999999,0.55673125,0.39708125000000005,0.28873125,0.21324374999999995,100
Real_100,Bernoulli_0_275,sim2real,Sim_252,0.21236875000000002,0.33776646875000005,0.97,0.97,0.6571937500000001,0.5273437500000001,0.3760000000000001,0.28455624999999996,0.21236875000000002,100
Real_100,Bernoulli_0_275,sim2real,Sim_35,0.25475625,0.368545875,0.96,0.96,0.66483125,0.547675,0.40155625,0.31578125,0.25475625,100
Real_100,Bernoulli_0_275,sim2real,Sim_756,0.20645000000000002,0.3290529375,0.98,0.98,0.64015,0.5062625,0.3681312500000001,0.27713124999999994,0.20645000000000002,100
Real_100,Bernoulli_0_275,sim2real,Sim_7_biased,0.26945625,0.336170875,0.93,0.91,0.5460562500000001,0.42508125,0.33197499999999996,0.30475625,0.26945625,100
Real_100,Bernoulli_0_275,t_test,none,0.12313304618918863,0.22265335090315783,0.94,0.32,0.5222337981689975,0.3962915351695832,0.24893583605682829,0.174746917082185,0.12313304618918863,100
Real_100,Bernoulli_0_275,vincent,Ideal,0.1920645582639841,0.32884601109165745,1.0,0.96,0.6702375728475417,0.5426009136926907,0.3794400783710104,0.2716203031481239,0.1920645582639841,100
Real_100,Bernoulli_0_275,vincent,gap_0.05,0.2920645582639842,0.4322202772690336,0.87,0.7,0.815979207765683,0.6741315183598533,0.48344653419740863,0.371620303148124,0.2920645582639842,100
Real_100,Bernoulli_0_275,vincent,gap_0.1,0.39206455826398395,0.5250359650687814,0.99,0.95,0.864459608927792,0.7498585648594813,0.5800020151189301,0.47162030314812387,0.39206455826398395,100
Real_100,Bernoulli_0_275,vincent,gap_0.2,0.5920542354726642,0.7008257383809107,1.0,1.0,0.9359665396725646,0.8679230797873619,0.748896837395976,0.668881186474977,0.5920542354726642,100
Real_100,Bernoulli_0_275,vincent,gap_0.3,0.773795190784789,0.8400694410852901,1.0,1.0,0.9731885757528148,0.9467299435484516,0.8713058494292638,0.8195397758259118,0.773795190784789,100
Real_100,Bernoulli_0_275,z_test,none,0.13859038243496782,0.24524923567696383,0.96,0.73,0.5272729200288281,0.41413946704216437,0.27679486104558587,0.19599639845400546,0.13859038243496782,100
Real_100,Bernoulli_0_325,e_value_constant_0.25,none,0.20879999999999999,0.471924,0.98,0.98,1.0,0.9964,0.6344,0.35999999999999993,0.20879999999999999,100
Real_100,Bernoulli_0_325,e_value_constant_0.5,none,0.17539999999999994,0.35344100000000006,0.96,0.96,0.9940000000000001,0.7614000000000002,0.40459999999999996,0.24840000000000004,0.17539999999999994,100
Real_100,Bernoulli_0_325,e_value_wsr,none,0.2414,0.3861489999999999,0.93,0.93,0.7786000000000002,0.6258,0.435,0.3212,0.2414,100
Real_100,Bernoulli_0_325,empirical_bernstein,none,0.2644099868748873,0.5117483352419959,1.0,1.0,0.9973825692862167,0.9630099490057492,0.6567694106738916,0.42490094616149554,0.2644099868748873,100
Real_100,Bernoulli_0_325,hoeffding,none,0.19206455826398408,0.3339492035390807,0.99,0.95,0.7137110432648787,0.5708370598835212,0.3827258886147689,0.27162030314812385,0.19206455826398408,100
Real_100,Bernoulli_0_325,sequential_t_test,none,0.3284326534075083,0.5037706603626951,1.0,0.52,0.8939158370307781,0.8043937556777963,0.6011908421361626,0.448753142369615,0.3284326534075083,100
Real_100,Bernoulli_0_325,sim2real,Ideal,0.22219375,0.3336161562500001,0.99,0.99,0.7045812499999999,0.5157625,0.35098749999999995,0.2750625,0.22219375,100
Real_100,Bernoulli_0_325,sim2real,Sim_10080,0.22343124999999997,0.36586737500000005,0.95,0.95,0.7523375,0.60269375,0.4116,0.30174999999999996,0.22343124999999997,100
Real_100,Bernoulli_0_325,sim2real,Sim_252,0.22120624999999997,0.3527242812500001,0.96,0.96,0.6988187500000003,0.5523937500000001,0.39448750000000016,0.29578125,0.22120624999999997,100
Real_100,Bernoulli_0_325,sim2real,Sim_35,0.28400000000000003,0.39281081249999994,0.95,0.95,0.7138500000000001,0.5843250000000001,0.4255874999999999,0.3329875,0.28400000000000003,100
Real_100,Bernoulli_0_325,sim2real,Sim_756,0.21330624999999998,0.34105065625000003,0.96,0.96,0.6779375000000001,0.52786875,0.3803562500000001,0.28704999999999997,0.21330624999999998,100
Real_100,Bernoulli_0_325,sim2real,Sim_7_biased,0.29274374999999997,0.36545112499999993,0.93,0.91,0.58686875,0.44913125,0.3756875,0.32684374999999993,0.29274374999999997,100
Real_100,Bernoulli_0_325,t_test,none,0.12948167508223865,0.23779747153252104,0.93,0.34,0.5868039619420328,0.42851699037481067,0.26290934193957943,0.18429260873178077,0.12948167508223865,100
Real_100,Bernoulli_0_325,vincent,Ideal,0.1920645582639841,0.3339492035390807,0.99,0.95,0.7137110432648787,0.5708370598835212,0.3827258886147689,0.2716203031481239,0.1920645582639841,100
Real_100,Bernoulli_0_325,vincent,gap_0.05,0.2920645582639842,0.4349108184493731,0.87,0.72,0.8381579840995524,0.6915732060743518,0.4841291165279681,0.371620303148124,0.2920645582639842,100
Real_100,Bernoulli_0_325,vincent,gap_0.1,0.39206455826398395,0.5286938246359373,0.99,0.95,0.8862808325939227,0.7731530233358137,0.5831258886147692,0.4716203031481239,0.39206455826398395,100
Real_100,Bernoulli_0_325,vincent,gap_0.2,0.5920645582639841,0.7088361410725743,1.0,1.0,0.9526089870048254,0.8953862724778203,0.7681891034661329,0.6712878970851611,0.5920645582639841,100
Real_100,Bernoulli_0_325,vincent,gap_0.3,0.7891200391855054,0.8655565879694239,1.0,1.0,0.9821257171685432,0.9692882558339534,0.9043471405945434,0.8518733288768332,0.7891200391855054,100
Real_100,Bernoulli_0_325,z_test,none,0.13859038243496782,0.24802240886078497,0.94,0.7,0.559361646805579,0.4277438369080204,0.27718076486993554,0.19599639845400546,0.13859038243496782,100
Real_100,Bernoulli_0_375,e_value_constant_0.25,none,0.21339999999999992,0.4808650000000001,0.99,0.99,1.0,0.9992,0.6584,0.3636000000000001,0.21339999999999992,100
Real_100,Bernoulli_0_375,e_value_constant_0.5,none,0.1808,0.361478,0.96,0.96,0.995,0.8078,0.41080000000000005,0.2538,0.1808,100
Real_100,Bernoulli_0_375,e_value_wsr,none,0.248,0.3963630000000001,0.95,0.95,0.8154,0.6678000000000001,0.4445999999999999,0.32699999999999996,0.248,100
Real_100,Bernoulli_0_375,empirical_bernstein,none,0.2709866002280604,0.527115121626841,1.0,1.0,0.997818807738514,0.9824289320466945,0.6945892221962846,0.4345628120103386,0.2709866002280604,100
Real_100,Bernoulli_0_375,hoeffding,none,0.1920645582639841,0.3369016048036934,0.99,0.94,0.7478898195987483,0.5885363987648102,0.38400847094532836,0.27162030314812385,0.1920645582639841,100
Real_100,Bernoulli_0_375,sequential_t_test,none,0.3405739173374071,0.5277999743381848,1.0,0.56,0.9271973981442362,0.867121776327393,0.6352545975314594,0.466026227637537,0.3405739173374071,100
Real_100,Bernoulli_0_375,sim2real,Ideal,0.20235,0.31999296875,1.0,1.0,0.7335750000000002,0.5197937499999999,0.33905,0.25694375,0.20235,100
Real_100,Bernoulli_0_375,sim2real,Sim_10080,0.23014375,0.37521649999999995,0.95,0.95,0.7854125000000001,0.63826875,0.4195,0.30763124999999997,0.23014375,100
Real_100,Bernoulli_0_375,sim2real,Sim_252,0.22844375000000003,0.362704375,0.95,0.95,0.7226250000000001,0.57084375,0.4068937500000001,0.30420625,0.22844375000000003,100
Real_100,Bernoulli_0_375,sim2real,Sim_35,0.26881250000000007,0.39177243750000007,0.95,0.95,0.7447125,0.6106812500000001,0.42849999999999994,0.3292374999999999,0.26881250000000007,100
Real_100,Bernoulli_0_375,sim2real,Sim_756,0.21850625,0.34721084374999994,0.95,0.95,0.69765,0.5413562500000001,0.38593749999999993,0.29119375000000003,0.21850625,100
Real_100,Bernoulli_0_375,sim2real,Sim_7_biased,0.31845000000000007,0.38258731249999994,0.98,0.94,0.608725,0.46169375,0.38801874999999997,0.33401250000000005,0.31845000000000007,100
Real_100,Bernoulli_0_375,t_test,none,0.13426826123604674,0.2478013723747356,0.88,0.37,0.6315287535974824,0.4486599817046002,0.27295992776406364,0.1913862681278189,0.13426826123604674,100
Real_100,Bernoulli_0_375,vincent,Ideal,0.1920645582639841,0.33690160480369336,0.99,0.94,0.7478898195987483,0.5885363987648102,0.38400847094532836,0.2716203031481239,0.1920645582639841,100
